Raiz;Categoria (Nível 1);Subpasta (Nível 2);Subpasta (Nível 3);Subpasta (Nível 4);Caminho Completo;Oportunidade (GB);Pendentes;Total de Arquivos
\\192.168.0.99\Media\;series;Yumis.Cells;S02;Yumis.Cells.S02E09.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];\\192.168.0.99\Media\series\Yumis.Cells\S02\Yumis.Cells.S02E09.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];1,33;1;1
\\192.168.0.99\Media\;series;Yumis.Cells;S02;Yumis.Cell.S02E01.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];\\192.168.0.99\Media\series\Yumis.Cells\S02\Yumis.Cell.S02E01.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];1,32;1;1
\\192.168.0.99\Media\;filmes;OLD;In Time (2011) DVDRip XviD-MAXSPEED;;\\192.168.0.99\Media\filmes\OLD\In Time (2011) DVDRip XviD-MAXSPEED;1,32;2;2
\\192.168.0.99\Media\;series;Yumis.Cells;S02;Yumis.Cell.S02E02.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];\\192.168.0.99\Media\series\Yumis.Cells\S02\Yumis.Cell.S02E02.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];1,32;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Wakaokami_B7_[2842FE27];;;\\192.168.0.99\Media\Anime-Cartoon\Wakaokami_B7_[2842FE27];1,31;1;1
\\192.168.0.99\Media\;series;Yumis.Cells;S02;Yumis.Cells.S02E13.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];\\192.168.0.99\Media\series\Yumis.Cells\S02\Yumis.Cells.S02E13.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];1,31;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Ground Control to Psychoelectric Girl;;;\\192.168.0.99\Media\Anime-Cartoon\Ground Control to Psychoelectric Girl;1,31;13;13
\\192.168.0.99\Media\;Anime-Cartoon;WondLa.S01.COMPLETE.720p.ATVP.WEBRip.x264-GalaxyTV[TGx];;;\\192.168.0.99\Media\Anime-Cartoon\WondLa.S01.COMPLETE.720p.ATVP.WEBRip.x264-GalaxyTV[TGx];1,3;7;7
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 4 - Análise Técnica;Indicadores e Setups Estatísticos - Leandro Petrokas;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 4 - Análise Técnica\Indicadores e Setups Estatísticos - Leandro Petrokas;1,3;8;8
\\192.168.0.99\Media\;filmes;Franquias;Marvel-DC;Thor 2011 TS READNFO XViD - IMAGiNE;\\192.168.0.99\Media\filmes\Franquias\Marvel-DC\Thor 2011 TS READNFO XViD - IMAGiNE;1,3;2;2
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\02;1,3;2;2
\\192.168.0.99\Media\;filmes;OLD;Gangster.Squad.2013.BRRip.XviD.MP3-RARBG;;\\192.168.0.99\Media\filmes\OLD\Gangster.Squad.2013.BRRip.XviD.MP3-RARBG;1,28;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\13;1,27;1;1
\\192.168.0.99\Media\;Anime-Cartoon;[Chihiro]_Grisaia_no_Meikyuu_[1080p_BluRay_Hi10P_FLAC];;;\\192.168.0.99\Media\Anime-Cartoon\[Chihiro]_Grisaia_no_Meikyuu_[1080p_BluRay_Hi10P_FLAC];1,27;2;2
\\192.168.0.99\Media\;series;Yumis.Cells;S02;Yumis.Cells.S02E10.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];\\192.168.0.99\Media\series\Yumis.Cells\S02\Yumis.Cells.S02E10.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];1,27;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Topicos Especiais;Conversa com Especialista - Gustavo Loyola;;\\192.168.0.99\Media\MBA-Empiricus\Topicos Especiais\Conversa com Especialista - Gustavo Loyola;1,27;1;1
\\192.168.0.99\Media\;filmes;OLD;BELLA_MARTHA;;\\192.168.0.99\Media\filmes\OLD\BELLA_MARTHA;1,26;2;2
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 4 - Análise Técnica;Figuras Gráficas - Leandro Petrokas;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 4 - Análise Técnica\Figuras Gráficas - Leandro Petrokas;1,26;8;8
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\10;1,25;1;1
\\192.168.0.99\Media\;Anime-Cartoon;D.N.A.²;;;\\192.168.0.99\Media\Anime-Cartoon\D.N.A.²;1,25;15;15
\\192.168.0.99\Media\;Anime-Cartoon;Star.Wars.Tales.of.the.Underworld.Season.1.COMPLETE.1080p.DSNP.WEB-DL.x264.ESubs.S01.Full-MIKE;;;\\192.168.0.99\Media\Anime-Cartoon\Star.Wars.Tales.of.the.Underworld.Season.1.COMPLETE.1080p.DSNP.WEB-DL.x264.ESubs.S01.Full-MIKE;1,23;6;6
\\192.168.0.99\Media\;Anime-Cartoon;Yuru_Camp;[Erai-raws] Heya Camp - 01 ~ 12 [720p][Multiple Subtitle];;\\192.168.0.99\Media\Anime-Cartoon\Yuru_Camp\[Erai-raws] Heya Camp - 01 ~ 12 [720p][Multiple Subtitle];1,21;12;12
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 4 - Análise Técnica;Fundamentos de Análise Técnica - Leandro Petrokas;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 4 - Análise Técnica\Fundamentos de Análise Técnica - Leandro Petrokas;1,2;8;8
\\192.168.0.99\Media\;filmes;OLD;The.Prisoner.XXX.DVDRip.x264-TRiPLEX;;\\192.168.0.99\Media\filmes\OLD\The.Prisoner.XXX.DVDRip.x264-TRiPLEX;1,19;1;1
\\192.168.0.99\Media\;filmes;2017;24.Hours.to.Live.2017.WEB-DL.XviD.MP3-FGT;;\\192.168.0.99\Media\filmes\2017\24.Hours.to.Live.2017.WEB-DL.XviD.MP3-FGT;1,18;1;1
\\192.168.0.99\Media\;Anime-Cartoon;High Score Girl II;;;\\192.168.0.99\Media\Anime-Cartoon\High Score Girl II;1,17;4;7
\\192.168.0.99\Media\;series;Jennieeumgenio;Season 2;SUB;\\192.168.0.99\Media\series\Jennieeumgenio\Season 2\SUB;1,16;4;4
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\08;1,14;1;1
\\192.168.0.99\Media\;filmes;OLD;Robot.Overlords.2014.BRRip.XviD.MP3-RARBG;;\\192.168.0.99\Media\filmes\OLD\Robot.Overlords.2014.BRRip.XviD.MP3-RARBG;1,13;1;1
\\192.168.0.99\Media\;filmes;OLD;Micki.and.Maude.1984.WEBRip.x264-ION10;;\\192.168.0.99\Media\filmes\OLD\Micki.and.Maude.1984.WEBRip.x264-ION10;1,12;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Topicos Especiais;Conversa com Especialista - João Luiz Braga;;\\192.168.0.99\Media\MBA-Empiricus\Topicos Especiais\Conversa com Especialista - João Luiz Braga;1,09;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\20;1,08;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Topicos Especiais;Conversa com Especialista - Eduardo Rosman;;\\192.168.0.99\Media\MBA-Empiricus\Topicos Especiais\Conversa com Especialista - Eduardo Rosman;1,08;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\21;1,08;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 3 - Análise Fundamentalista;Valuation I Modelo de Fluxo de Caixa Descontado - FCD;Valuation I Modelo de Fluxo de Caixa Descontado - FCD - Rodolfo Olivo;\\192.168.0.99\Media\MBA-Empiricus\Módulo 3 - Análise Fundamentalista\Valuation I Modelo de Fluxo de Caixa Descontado - FCD\Valuation I Modelo de Fluxo de Caixa Descontado - FCD - Rodolfo Olivo;1,07;8;8
\\192.168.0.99\Media\;Anime-Cartoon;Ga-Rei Zero;;;\\192.168.0.99\Media\Anime-Cartoon\Ga-Rei Zero;1,07;12;12
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\18;1,06;1;1
\\192.168.0.99\Media\;series;Obi-Wan.Kenobi.S01;Obi-Wan.Kenobi.S01E05.720p.WEB.h264-KOGi[rarbg];;\\192.168.0.99\Media\series\Obi-Wan.Kenobi.S01\Obi-Wan.Kenobi.S01E05.720p.WEB.h264-KOGi[rarbg];1,06;1;1
\\192.168.0.99\Media\;Anime-Cartoon;CityHunter;Filmes;;\\192.168.0.99\Media\Anime-Cartoon\CityHunter\Filmes;1,06;3;3
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\03;1,05;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Topicos Especiais;Conversa com Especialistas - Thomas Ruszkay;;\\192.168.0.99\Media\MBA-Empiricus\Topicos Especiais\Conversa com Especialistas - Thomas Ruszkay;1,04;1;1
\\192.168.0.99\Media\;Anime-Cartoon;LegendoftheGalacticHeroes-GingaEiyuuDensetsu;LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden;Arc2-AsanoYumeYorunoUta-DreamsoftheMorningSongsoftheNight;\\192.168.0.99\Media\Anime-Cartoon\LegendoftheGalacticHeroes-GingaEiyuuDensetsu\LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden\Arc2-AsanoYumeYorunoUta-DreamsoftheMorningSongsoftheNight;1,03;4;4
\\192.168.0.99\Media\;Anime-Cartoon;Araburu_Kisetsu_no_Otome_domo_yo;;;\\192.168.0.99\Media\Anime-Cartoon\Araburu_Kisetsu_no_Otome_domo_yo;1,03;12;12
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\07;1,03;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\05;1,01;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Karakai Jouzu no Takagi-san;[Hacchi Fansub] Karakai Jouzu no Takagi-san [HD 720p] [Completo];Karakai_Jouzu_no_Takagi_san_2;\\192.168.0.99\Media\Anime-Cartoon\Karakai Jouzu no Takagi-san\[Hacchi Fansub] Karakai Jouzu no Takagi-san [HD 720p] [Completo]\Karakai_Jouzu_no_Takagi_san_2;1,01;12;12
\\192.168.0.99\Media\;MBA-Empiricus;Topicos Especiais;Conversa com Especialista - Christian Keleti;;\\192.168.0.99\Media\MBA-Empiricus\Topicos Especiais\Conversa com Especialista - Christian Keleti;1,0;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\17;0,99;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\16;0,98;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\19;0,98;1;1
\\192.168.0.99\Media\;Anime-Cartoon;CityHunter;91;;\\192.168.0.99\Media\Anime-Cartoon\CityHunter\91;0,97;13;13
\\192.168.0.99\Media\;Anime-Cartoon;CityHunter;Temporada3;;\\192.168.0.99\Media\Anime-Cartoon\CityHunter\Temporada3;0,97;13;13
\\192.168.0.99\Media\;Anime-Cartoon;Made in Abyss - 01~13 [1080p AVC-YUV444P10][E-AC3];Movies;Made.in.Abyss.Journeys.Dawn.2019.JAPANESE.BRRip.XviD.MP3-VXT;\\192.168.0.99\Media\Anime-Cartoon\Made in Abyss - 01~13 [1080p AVC-YUV444P10][E-AC3]\Movies\Made.in.Abyss.Journeys.Dawn.2019.JAPANESE.BRRip.XviD.MP3-VXT;0,97;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\14;0,96;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\12;0,96;1;1
\\192.168.0.99\Media\;Anime-Cartoon;LegendoftheGalacticHeroes-GingaEiyuuDensetsu;LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden;Arc3-Omei-Dishonor;\\192.168.0.99\Media\Anime-Cartoon\LegendoftheGalacticHeroes-GingaEiyuuDensetsu\LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden\Arc3-Omei-Dishonor;0,94;4;4
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\15;0,94;1;1
\\192.168.0.99\Media\;Anime-Cartoon;LegendoftheGalacticHeroes-GingaEiyuuDensetsu;LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden;Arc1-HakuginnoTani-Silver-WhiteValley-Portugues;\\192.168.0.99\Media\Anime-Cartoon\LegendoftheGalacticHeroes-GingaEiyuuDensetsu\LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden\Arc1-HakuginnoTani-Silver-WhiteValley-Portugues;0,93;4;4
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\11;0,93;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 0 - Primeiros Passos;Princípios de uma Estratégia de Investimento - Felipe Miranda;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 0 - Primeiros Passos\Princípios de uma Estratégia de Investimento - Felipe Miranda;0,91;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Kijin Gentoushou;;;\\192.168.0.99\Media\Anime-Cartoon\Kijin Gentoushou;0,9;1;3
\\192.168.0.99\Media\;Anime-Cartoon;Hyakka Ryouran;;;\\192.168.0.99\Media\Anime-Cartoon\Hyakka Ryouran;0,88;12;12
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\06;0,87;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\25;0,86;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Hatsukoi Limited;;;\\192.168.0.99\Media\Anime-Cartoon\Hatsukoi Limited;0,85;12;12
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\04;0,85;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Shichisei no Subaru;;;\\192.168.0.99\Media\Anime-Cartoon\Shichisei no Subaru;0,84;12;12
\\192.168.0.99\Media\;filmes;OLD;Moloch.Tropical.2009.DVDRip.x264-BiPOLAR[rarbg];;\\192.168.0.99\Media\filmes\OLD\Moloch.Tropical.2009.DVDRip.x264-BiPOLAR[rarbg];0,84;1;1
\\192.168.0.99\Media\;Anime-Cartoon;LegendoftheGalacticHeroes-GingaEiyuuDensetsu;LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden;Arc7-Kettousha-The Duelist;\\192.168.0.99\Media\Anime-Cartoon\LegendoftheGalacticHeroes-GingaEiyuuDensetsu\LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden\Arc7-Kettousha-The Duelist;0,83;4;4
\\192.168.0.99\Media\;Imagens;fotos;ferias;2006;\\192.168.0.99\Media\Imagens\fotos\ferias\2006\2006_04_26;0,83;17;17
\\192.168.0.99\Media\;Imagens;Imagensantigas;photos;2006;\\192.168.0.99\Media\Imagens\Imagensantigas\photos\2006\2006_04_26;0,83;17;17
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\26;0,82;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Sweet Blue Flowers;;;\\192.168.0.99\Media\Anime-Cartoon\Sweet Blue Flowers;0,81;11;11
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\24;0,8;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Topicos Especiais;Conversa com Especialista - Rafael Medeiros;;\\192.168.0.99\Media\MBA-Empiricus\Topicos Especiais\Conversa com Especialista - Rafael Medeiros;0,8;1;1
\\192.168.0.99\Media\;filmes;OLD;MAUÁ - O Imperador e o Rei;;\\192.168.0.99\Media\filmes\OLD\MAUÁ - O Imperador e o Rei;0,78;1;1
\\192.168.0.99\Media\;filmes;2021;Ak.47.Kalashnikov.2021.720p.WEBRip.800MB.x264-GalaxyRG[TGx];;\\192.168.0.99\Media\filmes\2021\Ak.47.Kalashnikov.2021.720p.WEBRip.800MB.x264-GalaxyRG[TGx];0,78;1;1
\\192.168.0.99\Media\;Anime-Cartoon;LegendoftheGalacticHeroes-GingaEiyuuDensetsu;LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden;Arc8-Dakkansha-The Retriever;\\192.168.0.99\Media\Anime-Cartoon\LegendoftheGalacticHeroes-GingaEiyuuDensetsu\LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden\Arc8-Dakkansha-The Retriever;0,78;4;4
\\192.168.0.99\Media\;Anime-Cartoon;LegendoftheGalacticHeroes-GingaEiyuuDensetsu;LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden;Arc6-Hanransha-TheMutineer;\\192.168.0.99\Media\Anime-Cartoon\LegendoftheGalacticHeroes-GingaEiyuuDensetsu\LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden\Arc6-Hanransha-TheMutineer;0,77;4;4
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\23;0,74;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 3 - Análise Fundamentalista;Valuation I Modelo de Fluxo de Caixa Descontado - FCD;Valuation I Modelo de Fluxo de Caixa Descontado - FCD - Henrique Florentino;\\192.168.0.99\Media\MBA-Empiricus\Módulo 3 - Análise Fundamentalista\Valuation I Modelo de Fluxo de Caixa Descontado - FCD\Valuation I Modelo de Fluxo de Caixa Descontado - FCD - Henrique Florentino;0,74;4;4
\\192.168.0.99\Media\;Imagens;fotos;ferias;2006;\\192.168.0.99\Media\Imagens\fotos\ferias\2006\2006_05_07;0,73;19;19
\\192.168.0.99\Media\;Imagens;Imagensantigas;photos;2006;\\192.168.0.99\Media\Imagens\Imagensantigas\photos\2006\2006_05_07;0,73;19;19
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\22;0,69;1;1
\\192.168.0.99\Media\;filmes;OLD;Confia.Em.Mim.2014.DVDRip.XviD.Nacional-TV;;\\192.168.0.99\Media\filmes\OLD\Confia.Em.Mim.2014.DVDRip.XviD.Nacional-TV;0,69;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Shokei Shoujo no Virgin Road;sub;;\\192.168.0.99\Media\Anime-Cartoon\Shokei Shoujo no Virgin Road\sub;0,69;3;3
\\192.168.0.99\Media\;filmes;OLD;Kirot.2009.DVDRip.XviD-VoMiT.[UsaBit.com];;\\192.168.0.99\Media\filmes\OLD\Kirot.2009.DVDRip.XviD-VoMiT.[UsaBit.com];0,68;1;1
\\192.168.0.99\Media\;Imagens;peru;;;\\192.168.0.99\Media\Imagens\peru;0,67;14;14
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 0 - Primeiros Passos;Aula Magna - Felipe Miranda e Rodolfo Amstalden;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 0 - Primeiros Passos\Aula Magna - Felipe Miranda e Rodolfo Amstalden;0,67;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Accel World;AccelWorld-Ova;;\\192.168.0.99\Media\Anime-Cartoon\Accel World\AccelWorld-Ova;0,61;2;2
\\192.168.0.99\Media\;MBA-Empiricus;Topicos Especiais;Conversa com Especialista - Luis Felipe Amaral;;\\192.168.0.99\Media\MBA-Empiricus\Topicos Especiais\Conversa com Especialista - Luis Felipe Amaral;0,61;1;1
\\192.168.0.99\Media\;Anime-Cartoon;CopCraft;CopCraft9.5;;\\192.168.0.99\Media\Anime-Cartoon\CopCraft\CopCraft9.5;0,6;1;1
\\192.168.0.99\Media\;Anime-Cartoon;CopCraft;12;;\\192.168.0.99\Media\Anime-Cartoon\CopCraft\12;0,6;1;1
\\192.168.0.99\Media\;series;Jennieeumgenio;Season 3;SUB;\\192.168.0.99\Media\series\Jennieeumgenio\Season 3\SUB;0,58;2;2
\\192.168.0.99\Media\;Anime-Cartoon;Nazo no Kanojo X;[FenixSub] Nazo no Kanojo X - Nazo no Natsu Matsuri [720p][FLAC][OVA];;\\192.168.0.99\Media\Anime-Cartoon\Nazo no Kanojo X\[FenixSub] Nazo no Kanojo X - Nazo no Natsu Matsuri [720p][FLAC][OVA];0,58;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Miraculous.Tales.of.Ladybug.and.Cat.Noir;S05;;\\192.168.0.99\Media\Anime-Cartoon\Miraculous.Tales.of.Ladybug.and.Cat.Noir\S05;0,56;3;3
\\192.168.0.99\Media\;Anime-Cartoon;on-off;;;\\192.168.0.99\Media\Anime-Cartoon\on-off;0,56;2;2
\\192.168.0.99\Media\;Anime-Cartoon;Strike the Blood V - (01-02) [BD 720p][PT-BR];;;\\192.168.0.99\Media\Anime-Cartoon\Strike the Blood V - (01-02) [BD 720p][PT-BR];0,55;2;2
\\192.168.0.99\Media\;Imagens;fotosgrecia;101MSDCF;;\\192.168.0.99\Media\Imagens\fotosgrecia\101MSDCF;0,53;7;7
