Raiz;Categoria (Nível 1);Subpasta (Nível 2);Subpasta (Nível 3);Subpasta (Nível 4);Caminho Completo;Oportunidade (GB);Pendentes;Total de Arquivos
\\192.168.0.99\Media\;filmes;2019;Anna.2019.1080p.WEB-DL.DD5.1.H264-FGT;;\\192.168.0.99\Media\filmes\2019\Anna.2019.1080p.WEB-DL.DD5.1.H264-FGT;4,09;1;1
\\192.168.0.99\Media\;series;Foundation.2021.S01.1080p.WEBRip.x265-RARBG;Foundation.S02;Foundation.S02E10.1080p.WEB.H264-SuccessfulCrab[TGx];\\192.168.0.99\Media\series\Foundation.2021.S01.1080p.WEBRip.x265-RARBG\Foundation.S02\Foundation.S02E10.1080p.WEB.H264-SuccessfulCrab[TGx];4,08;1;1
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S02;Lolicons;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S02\Lolicons;4,08;14;14
\\192.168.0.99\Media\;filmes;2017;Kong.Skull.Island.2017.1080p.WEB-DL.DD5.1.H264-FGT;;\\192.168.0.99\Media\filmes\2017\Kong.Skull.Island.2017.1080p.WEB-DL.DD5.1.H264-FGT;4,07;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Kage no Jitsuryokusha ni Naritakute!;Kage no Jitsuryokusha ni Naritakute S2;;\\192.168.0.99\Media\Anime-Cartoon\Kage no Jitsuryokusha ni Naritakute!\Kage no Jitsuryokusha ni Naritakute S2;4,06;11;11
\\192.168.0.99\Media\;filmes;2017;Ghost.in.the.Shell.2017.1080p.WEB-DL.DD5.1.H264-STRiFE;;\\192.168.0.99\Media\filmes\2017\Ghost.in.the.Shell.2017.1080p.WEB-DL.DD5.1.H264-STRiFE;4,05;1;1
\\192.168.0.99\Media\;filmes;2021;Infinite.2021.1080p.WEBRip.x264-RARBG;;\\192.168.0.99\Media\filmes\2021\Infinite.2021.1080p.WEBRip.x264-RARBG;4,05;2;2
\\192.168.0.99\Media\;series;Foundation.2021.S01.1080p.WEBRip.x265-RARBG;Foundation.S02;Foundation.S02E07.1080p.WEB.H264-SuccessfulCrab[TGx];\\192.168.0.99\Media\series\Foundation.2021.S01.1080p.WEBRip.x265-RARBG\Foundation.S02\Foundation.S02E07.1080p.WEB.H264-SuccessfulCrab[TGx];4,05;1;1
\\192.168.0.99\Media\;Anime-Cartoon;K-On;K-On! (Season 01+02+Movie+OVA+Specials) [BD][Dual Audio][1080p][HEVC 10bit x265][AAC][Eng Sub];[Anime Time] K-On!;\\192.168.0.99\Media\Anime-Cartoon\K-On\K-On! (Season 01+02+Movie+OVA+Specials) [BD][Dual Audio][1080p][HEVC 10bit x265][AAC][Eng Sub]\[Anime Time] K-On!;4,04;14;14
\\192.168.0.99\Media\;filmes;2019;Maleficent.Mistress.of.Evil.2019.1080p.WEB-DL.DD5.1.H264-FGT;;\\192.168.0.99\Media\filmes\2019\Maleficent.Mistress.of.Evil.2019.1080p.WEB-DL.DD5.1.H264-FGT;4,04;1;1
\\192.168.0.99\Media\;filmes;Franquias;Marvel-DC;Ant.Man.and.the.Wasp.2018.1080p.WEB-DL.DD5.1.H264-FGT;\\192.168.0.99\Media\filmes\Franquias\Marvel-DC\Ant.Man.and.the.Wasp.2018.1080p.WEB-DL.DD5.1.H264-FGT;4,04;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Majo no Tabitabi [HD 720p];;;\\192.168.0.99\Media\Anime-Cartoon\Majo no Tabitabi [HD 720p];4,01;12;12
\\192.168.0.99\Media\;filmes;2017;Alien.Covenant.2017.PROPER.1080p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT;;\\192.168.0.99\Media\filmes\2017\Alien.Covenant.2017.PROPER.1080p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT;4,0;1;1
\\192.168.0.99\Media\;filmes;2019;Yesterday.2019.1080p.WEB-DL.DD5.1.H264-FGT;;\\192.168.0.99\Media\filmes\2019\Yesterday.2019.1080p.WEB-DL.DD5.1.H264-FGT;4,0;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Lastame;;;\\192.168.0.99\Media\Anime-Cartoon\Lastame;4,0;12;12
\\192.168.0.99\Media\;filmes;2017;Atomic.Blonde.2017.1080p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT;;\\192.168.0.99\Media\filmes\2017\Atomic.Blonde.2017.1080p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT;3,95;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Miraculous.Tales.of.Ladybug.and.Cat.Noir;MiraculousWorld;;\\192.168.0.99\Media\Anime-Cartoon\Miraculous.Tales.of.Ladybug.and.Cat.Noir\MiraculousWorld;3,95;3;3
\\192.168.0.99\Media\;filmes;Franquias;The_Girl_With_The_Dragon_Tatoo;The.Girl.in.the.Spiders.Web.2018.1080p.WEB-DL.DD5.1.H264-FGT;\\192.168.0.99\Media\filmes\Franquias\The_Girl_With_The_Dragon_Tatoo\The.Girl.in.the.Spiders.Web.2018.1080p.WEB-DL.DD5.1.H264-FGT;3,93;1;1
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S04;Lolicons;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S04\Lolicons;3,93;14;14
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 1 - Fundamentos de Economia e Finanças;Métodos Estatísticos para Finanças e Economia - Marcos Luciano;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 1 - Fundamentos de Economia e Finanças\Métodos Estatísticos para Finanças e Economia - Marcos Luciano;3,93;9;9
\\192.168.0.99\Media\;filmes;Franquias;Marvel-DC;Deadpool.2.2018.Super.Duper.Cut.UNRATED.720p.WEBRip.XviD.AC3-FGT;\\192.168.0.99\Media\filmes\Franquias\Marvel-DC\Deadpool.2.2018.Super.Duper.Cut.UNRATED.720p.WEBRip.XviD.AC3-FGT;3,91;1;1
\\192.168.0.99\Media\;series;A Feiticeira;AFeiticeiraBewitchedSeason8;mp4;\\192.168.0.99\Media\series\A Feiticeira\AFeiticeiraBewitchedSeason8\mp4;3,91;26;26
\\192.168.0.99\Media\;Anime-Cartoon;Kakushigoto-720p;;;\\192.168.0.99\Media\Anime-Cartoon\Kakushigoto-720p;3,9;12;12
\\192.168.0.99\Media\;Anime-Cartoon;Sokushi Cheat ga Saikyou Sugite;;;\\192.168.0.99\Media\Anime-Cartoon\Sokushi Cheat ga Saikyou Sugite;3,89;9;9
\\192.168.0.99\Media\;Anime-Cartoon;Karakai Jouzu no Takagi-san;S03;;\\192.168.0.99\Media\Anime-Cartoon\Karakai Jouzu no Takagi-san\S03;3,89;13;13
\\192.168.0.99\Media\;filmes;Franquias;Marvel-DC;Justice.League.2017.1080p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT;\\192.168.0.99\Media\filmes\Franquias\Marvel-DC\Justice.League.2017.1080p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT;3,88;2;2
\\192.168.0.99\Media\;Anime-Cartoon;Yuru_Camp;[Erai-raws] Yuru Camp - 01 ~ 12 [720p][Multiple Subtitle];;\\192.168.0.99\Media\Anime-Cartoon\Yuru_Camp\[Erai-raws] Yuru Camp - 01 ~ 12 [720p][Multiple Subtitle];3,85;12;12
\\192.168.0.99\Media\;filmes;Franquias;Lord of the Rings;Tolkien.2019.1080p.WEB-DL.DD5.1.H264-FGT;\\192.168.0.99\Media\filmes\Franquias\Lord of the Rings\Tolkien.2019.1080p.WEB-DL.DD5.1.H264-FGT;3,85;1;1
\\192.168.0.99\Media\;filmes;Franquias;Marvel-DC;Shazam.2019.1080p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT;\\192.168.0.99\Media\filmes\Franquias\Marvel-DC\Shazam.2019.1080p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT;3,84;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Seiken Gakuin no Maken Tsukai;;;\\192.168.0.99\Media\Anime-Cartoon\Seiken Gakuin no Maken Tsukai;3,84;11;11
\\192.168.0.99\Media\;Anime-Cartoon;Miraculous.Tales.of.Ladybug.and.Cat.Noir;Miraculous Segredos;;\\192.168.0.99\Media\Anime-Cartoon\Miraculous.Tales.of.Ladybug.and.Cat.Noir\Miraculous Segredos;3,79;14;14
\\192.168.0.99\Media\;Anime-Cartoon;CityHunter;Temporada1;;\\192.168.0.99\Media\Anime-Cartoon\CityHunter\Temporada1;3,77;51;51
\\192.168.0.99\Media\;Anime-Cartoon;Uzaki-chan_wa_Asobitai;;;\\192.168.0.99\Media\Anime-Cartoon\Uzaki-chan_wa_Asobitai;3,76;12;13
\\192.168.0.99\Media\;Anime-Cartoon;Slime 300 [HD 720p];;;\\192.168.0.99\Media\Anime-Cartoon\Slime 300 [HD 720p];3,74;12;12
\\192.168.0.99\Media\;filmes;2021;The.Marksman.2021.1080p.WEB-DL.DD5.1.H264-FGT;;\\192.168.0.99\Media\filmes\2021\The.Marksman.2021.1080p.WEB-DL.DD5.1.H264-FGT;3,73;1;1
\\192.168.0.99\Media\;Anime-Cartoon;TYTANIA;;;\\192.168.0.99\Media\Anime-Cartoon\TYTANIA;3,71;26;26
\\192.168.0.99\Media\;filmes;2017;The.Humanity.Bureau.2017.1080p.WEB-DL.DD5.1.H264-FGT;;\\192.168.0.99\Media\filmes\2017\The.Humanity.Bureau.2017.1080p.WEB-DL.DD5.1.H264-FGT;3,67;1;1
\\192.168.0.99\Media\;filmes;2022;Avatar.The.Way.of.Water.2022.1080p.WEBRip.x264-RARBG;;\\192.168.0.99\Media\filmes\2022\Avatar.The.Way.of.Water.2022.1080p.WEBRip.x264-RARBG;3,67;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 3 - Análise Fundamentalista;Valuation II Modelo de Múltiplos de Mercado - Alexandre Aronne;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 3 - Análise Fundamentalista\Valuation II Modelo de Múltiplos de Mercado - Alexandre Aronne;3,66;13;13
\\192.168.0.99\Media\;filmes;2017;I.Kill.Giants.2017.1080p.WEB-DL.DD5.1.H264-FGT;;\\192.168.0.99\Media\filmes\2017\I.Kill.Giants.2017.1080p.WEB-DL.DD5.1.H264-FGT;3,63;1;1
\\192.168.0.99\Media\;filmes;2017;The.Foreigner.2017.1080p.HC.WEBRip.x264.AAC2.0-STUTTERSHIT;;\\192.168.0.99\Media\filmes\2017\The.Foreigner.2017.1080p.HC.WEBRip.x264.AAC2.0-STUTTERSHIT;3,6;1;1
\\192.168.0.99\Media\;series;Dark.Matter.2024;Dark.Matter.2024.S01E08.1080p.WEB.H264-SuccessfulCrab[TGx];;\\192.168.0.99\Media\series\Dark.Matter.2024\Dark.Matter.2024.S01E08.1080p.WEB.H264-SuccessfulCrab[TGx];3,57;1;1
\\192.168.0.99\Media\;filmes;Franquias;Predator;The.Predator.2018.1080p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT;\\192.168.0.99\Media\filmes\Franquias\Predator\The.Predator.2018.1080p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT;3,54;1;1
\\192.168.0.99\Media\;filmes;2016;Almost.Adults.2016.1080p.WEB-DL.DD5.1.H264-FGT;;\\192.168.0.99\Media\filmes\2016\Almost.Adults.2016.1080p.WEB-DL.DD5.1.H264-FGT;3,52;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 2 - Princípios de Finanças Corporativas;Estrutura de Capital e Custo de Capital - Alexandre Assaf Neto;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 2 - Princípios de Finanças Corporativas\Estrutura de Capital e Custo de Capital - Alexandre Assaf Neto;3,47;12;12
\\192.168.0.99\Media\;filmes;Franquias;Marvel-DC;Avengers.Endgame.2019.1080p.WEBRip.x264-RARBG;\\192.168.0.99\Media\filmes\Franquias\Marvel-DC\Avengers.Endgame.2019.1080p.WEBRip.x264-RARBG;3,46;1;1
\\192.168.0.99\Media\;filmes;2017;Before.I.Fall.2017.1080p.WEB-DL.DD5.1.H264-FGT;;\\192.168.0.99\Media\filmes\2017\Before.I.Fall.2017.1080p.WEB-DL.DD5.1.H264-FGT;3,45;1;1
\\192.168.0.99\Media\;Anime-Cartoon;LegendoftheGalacticHeroes-GingaEiyuuDensetsu;LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden;Arc4-SenOkunoHoshiSenOkunoHikari-AHundredBillionStarsaHundredBillionLights arc7;\\192.168.0.99\Media\Anime-Cartoon\LegendoftheGalacticHeroes-GingaEiyuuDensetsu\LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden\Arc4-SenOkunoHoshiSenOkunoHikari-AHundredBillionStarsaHundredBillionLights arc7;3,43;12;12
\\192.168.0.99\Media\;filmes;2019;Cold.Pursuit.2019.1080p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT;;\\192.168.0.99\Media\filmes\2019\Cold.Pursuit.2019.1080p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT;3,4;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Usagi Drop;;;\\192.168.0.99\Media\Anime-Cartoon\Usagi Drop;3,33;15;15
\\192.168.0.99\Media\;filmes;2020;Ava.2020.1080p.WEB-DL.DD5.1.H264-FGT;;\\192.168.0.99\Media\filmes\2020\Ava.2020.1080p.WEB-DL.DD5.1.H264-FGT;3,31;1;1
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S01;8bits;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S01\8bits\Old;3,3;25;25
\\192.168.0.99\Media\;Anime-Cartoon;Haikyuu!!;Haikyuu!! 3aTemporada Karasuno Koukou VS Shiratorizawa Gakuen Koukou;;\\192.168.0.99\Media\Anime-Cartoon\Haikyuu!!\Haikyuu!! 3aTemporada Karasuno Koukou VS Shiratorizawa Gakuen Koukou;3,24;10;10
\\192.168.0.99\Media\;Anime-Cartoon;Hataraku Maou-sama! [720p][HDTV][Completo];;;\\192.168.0.99\Media\Anime-Cartoon\Hataraku Maou-sama! [720p][HDTV][Completo];3,23;13;13
\\192.168.0.99\Media\;filmes;OLD;Interstellar.2014.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Interstellar.2014.1080p.BluRay.H264.AAC-RARBG;3,22;1;1
\\192.168.0.99\Media\;filmes;OLD;;;\\192.168.0.99\Media\filmes\OLD;3,2;2;2
\\192.168.0.99\Media\;filmes;2017;Please.Stand.By.2017.1080p.WEB-DL.DD5.1.H264-FGT;;\\192.168.0.99\Media\filmes\2017\Please.Stand.By.2017.1080p.WEB-DL.DD5.1.H264-FGT;3,2;1;1
\\192.168.0.99\Media\;pessoal;;;;\\192.168.0.99\Media\pessoal;3,12;60;60
\\192.168.0.99\Media\;filmes;2017;In.The.Fade.2017.GERMAN.720p.WEB-DL.XviD.AC3-FGT;;\\192.168.0.99\Media\filmes\2017\In.The.Fade.2017.GERMAN.720p.WEB-DL.XviD.AC3-FGT;3,1;1;1
\\192.168.0.99\Media\;series;TheMandalorian;The.Mandalorian.S01;The.Mandalorian.S01E06.REPACK.1080p.WEBRiP.x264-PETRiFiED[rarbg];\\192.168.0.99\Media\series\TheMandalorian\The.Mandalorian.S01\The.Mandalorian.S01E06.REPACK.1080p.WEBRiP.x264-PETRiFiED[rarbg];3,01;1;1
\\192.168.0.99\Media\;filmes;2019;1917.2019.1080p.SCREENER.x264-FoE;;\\192.168.0.99\Media\filmes\2019\1917.2019.1080p.SCREENER.x264-FoE;3,0;1;1
\\192.168.0.99\Media\;filmes;The.Revenant.2015.1080p.BluRay.H264.AAC-RARBG;;;\\192.168.0.99\Media\filmes\The.Revenant.2015.1080p.BluRay.H264.AAC-RARBG;2,98;2;2
\\192.168.0.99\Media\;filmes;OLD;Pulp.Fiction.1994.1080p.BluRay.H264.AAC-LAMA[TGx];;\\192.168.0.99\Media\filmes\OLD\Pulp.Fiction.1994.1080p.BluRay.H264.AAC-LAMA[TGx];2,95;1;1
\\192.168.0.99\Media\;filmes;Franquias;Terminator;Terminator.2.Judgement.Day.1991.Directors.Cut.REMASTERED.1080p.BluRay.H264.AAC.READ.NFO-RARBG;\\192.168.0.99\Media\filmes\Franquias\Terminator\Terminator.2.Judgement.Day.1991.Directors.Cut.REMASTERED.1080p.BluRay.H264.AAC.READ.NFO-RARBG;2,92;1;1
\\192.168.0.99\Media\;filmes;2022;Uncharted.2022.720p.WEB.H264-SLOT[rarbg];;\\192.168.0.99\Media\filmes\2022\Uncharted.2022.720p.WEB.H264-SLOT[rarbg];2,91;1;1
\\192.168.0.99\Media\;filmes;Franquias;The_Girl_With_The_Dragon_Tatoo;The.Girl.with.the.Dragon.Tattoo.2009.SWEDISH.1080p.BluRay.H264.AAC-VXT;\\192.168.0.99\Media\filmes\Franquias\The_Girl_With_The_Dragon_Tatoo\The.Girl.with.the.Dragon.Tattoo.2009.SWEDISH.1080p.BluRay.H264.AAC-VXT;2,91;1;1
\\192.168.0.99\Media\;filmes;Franquias;Marvel-DC;X-Men;\\192.168.0.99\Media\filmes\Franquias\Marvel-DC\X-Men\Logan.2017.1080p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT;2,91;1;1
\\192.168.0.99\Media\;filmes;Franquias;StarWars;Star.Wars.The.Last.Jedi.2017.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\StarWars\Star.Wars.The.Last.Jedi.2017.1080p.BluRay.H264.AAC-RARBG;2,9;1;1
\\192.168.0.99\Media\;filmes;The.Martian.2015.EXTENDED.CUT.1080p.BluRay.H264.AAC-RARBG;;;\\192.168.0.99\Media\filmes\The.Martian.2015.EXTENDED.CUT.1080p.BluRay.H264.AAC-RARBG;2,89;2;2
\\192.168.0.99\Media\;filmes;2020;Hard.Kill.2020.1080p.WEBRip.DD5.1.x264-CM;;\\192.168.0.99\Media\filmes\2020\Hard.Kill.2020.1080p.WEBRip.DD5.1.x264-CM;2,88;1;1
\\192.168.0.99\Media\;filmes;2020;Tenet.2020.IMAX.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\2020\Tenet.2020.IMAX.1080p.BluRay.H264.AAC-RARBG;2,86;1;1
\\192.168.0.99\Media\;filmes;2018;A.Star.Is.Born.2018.Encore.Edition.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\2018\A.Star.Is.Born.2018.Encore.Edition.1080p.BluRay.H264.AAC-RARBG;2,81;1;1
\\192.168.0.99\Media\;filmes;Franquias;The_Girl_With_The_Dragon_Tatoo;The.Girl.Who.Kicked.the.Hornets.Nest.2009.SWEDISH.1080p.BluRay.H264.AAC-VXT;\\192.168.0.99\Media\filmes\Franquias\The_Girl_With_The_Dragon_Tatoo\The.Girl.Who.Kicked.the.Hornets.Nest.2009.SWEDISH.1080p.BluRay.H264.AAC-VXT;2,8;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 0 - Primeiros Passos;Carreira e as Certificações do Mercado Financeiro - Josiany Muniz;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 0 - Primeiros Passos\Carreira e as Certificações do Mercado Financeiro - Josiany Muniz;2,78;3;3
\\192.168.0.99\Media\;Anime-Cartoon;Shakugan_no_Shana;S03;;\\192.168.0.99\Media\Anime-Cartoon\Shakugan_no_Shana\S03;2,77;24;24
\\192.168.0.99\Media\;filmes;Franquias;Marvel-DC;X-Men;\\192.168.0.99\Media\filmes\Franquias\Marvel-DC\X-Men\X-Men.Apocalypse.2016.1080p.BluRay.H264.AAC-RARBG;2,74;1;1
\\192.168.0.99\Media\;filmes;OLD;Transformers.2007.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Transformers.2007.1080p.BluRay.H264.AAC-RARBG;2,73;1;1
\\192.168.0.99\Media\;filmes;Franquias;StarWars;Star.Wars.Episode.II.Attack.of.the.Clones.2002.PROPER.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\StarWars\Star.Wars.Episode.II.Attack.of.the.Clones.2002.PROPER.1080p.BluRay.H264.AAC-RARBG;2,71;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Rekishi ni Nokoru Akujo ni Naruzo;;;\\192.168.0.99\Media\Anime-Cartoon\Rekishi ni Nokoru Akujo ni Naruzo;2,71;2;6
\\192.168.0.99\Media\;filmes;Franquias;StarWars;Star.Wars.Episode.IX.The.Rise.of.Skywalker.2019.1080p.WEBRip.x264-RARBG;\\192.168.0.99\Media\filmes\Franquias\StarWars\Star.Wars.Episode.IX.The.Rise.of.Skywalker.2019.1080p.WEBRip.x264-RARBG;2,7;1;1
\\192.168.0.99\Media\;filmes;Franquias;HarryPotter;Fantastic.Beasts.The.Crimes.Of.Grindelwald.2018.EXTENDED.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\HarryPotter\Fantastic.Beasts.The.Crimes.Of.Grindelwald.2018.EXTENDED.1080p.BluRay.H264.AAC-RARBG;2,68;1;1
\\192.168.0.99\Media\;series;TheMandalorian;The.Mandalorian.S01;The.Mandalorian.S01E08.1080p.WEBRiP.x264-PETRiFiED[rarbg];\\192.168.0.99\Media\series\TheMandalorian\The.Mandalorian.S01\The.Mandalorian.S01E08.1080p.WEBRiP.x264-PETRiFiED[rarbg];2,68;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Sanzoku_no_Musume_Ronja;;;\\192.168.0.99\Media\Anime-Cartoon\Sanzoku_no_Musume_Ronja;2,67;25;25
\\192.168.0.99\Media\;filmes;Franquias;StarWars;Star.Wars.Episode.III.Revenge.of.the.Sith.2005.PROPER.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\StarWars\Star.Wars.Episode.III.Revenge.of.the.Sith.2005.PROPER.1080p.BluRay.H264.AAC-RARBG;2,67;1;1
\\192.168.0.99\Media\;filmes;Franquias;Marvel-DC;X-Men;\\192.168.0.99\Media\filmes\Franquias\Marvel-DC\X-Men\The.Wolverine.2013.EXTENDED.1080p.BluRay.H264.AAC-RARBG;2,64;1;1
\\192.168.0.99\Media\;series;TheMandalorian;The.Mandalorian.S01;The.Mandalorian.S01E07.1080p.WEBRiP.x264-PETRiFiED[rarbg];\\192.168.0.99\Media\series\TheMandalorian\The.Mandalorian.S01\The.Mandalorian.S01E07.1080p.WEBRiP.x264-PETRiFiED[rarbg];2,63;1;1
\\192.168.0.99\Media\;Anime-Cartoon;LegendoftheGalacticHeroes-GingaEiyuuDensetsu;LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden;Arc5RasenMeikyuuSpiralLabyrinth;\\192.168.0.99\Media\Anime-Cartoon\LegendoftheGalacticHeroes-GingaEiyuuDensetsu\LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden\Arc5RasenMeikyuuSpiralLabyrinth;2,63;14;14
\\192.168.0.99\Media\;filmes;Franquias;Matrix;The.Matrix.Reloaded.2003.REMASTERED.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\Matrix\The.Matrix.Reloaded.2003.REMASTERED.1080p.BluRay.H264.AAC-RARBG;2,63;1;1
\\192.168.0.99\Media\;filmes;Franquias;Matrix;The.Matrix.1999.REMASTERED.PROPER.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\Matrix\The.Matrix.1999.REMASTERED.PROPER.1080p.BluRay.H264.AAC-RARBG;2,6;1;1
\\192.168.0.99\Media\;filmes;Franquias;StarWars;Star.Wars.Episode.I.The.Phantom.Menace.1999.PROPER.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\StarWars\Star.Wars.Episode.I.The.Phantom.Menace.1999.PROPER.1080p.BluRay.H264.AAC-RARBG;2,59;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Haikyuu!!;[Erai-raws] Haikyuu! Riku vs Kuu [720p][Multiple Subtitle];;\\192.168.0.99\Media\Anime-Cartoon\Haikyuu!!\[Erai-raws] Haikyuu! Riku vs Kuu [720p][Multiple Subtitle];2,59;3;3
\\192.168.0.99\Media\;filmes;2017;Downsizing.2017.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\2017\Downsizing.2017.1080p.BluRay.H264.AAC-RARBG;2,58;1;1
\\192.168.0.99\Media\;series;Andor;Andor.S01E12.Rix.Road.1080p.DSNP.WEBRip.DDP5.1.x264-NTb[rarbg];;\\192.168.0.99\Media\series\Andor\Andor.S01E12.Rix.Road.1080p.DSNP.WEBRip.DDP5.1.x264-NTb[rarbg];2,58;1;1
\\192.168.0.99\Media\;filmes;OLD;Margin Call 2011 BluRay;;\\192.168.0.99\Media\filmes\OLD\Margin Call 2011 BluRay;2,58;1;1
\\192.168.0.99\Media\;filmes;Franquias;StarWars;Star.Wars.Episode.VI.Return.of.the.Jedi.1983.PROPER.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\StarWars\Star.Wars.Episode.VI.Return.of.the.Jedi.1983.PROPER.1080p.BluRay.H264.AAC-RARBG;2,57;1;1
\\192.168.0.99\Media\;filmes;Franquias;StarWars;Solo.A.Star.Wars.Story.2018.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\StarWars\Solo.A.Star.Wars.Story.2018.1080p.BluRay.H264.AAC-RARBG;2,57;1;1
\\192.168.0.99\Media\;filmes;Franquias;StarWars;Rogue.One.2016.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\StarWars\Rogue.One.2016.1080p.BluRay.H264.AAC-RARBG;2,55;3;3
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S03;Lolicons;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S03\Lolicons;2,55;14;14
\\192.168.0.99\Media\;filmes;OLD;Moneyball.2011.REMASTERED.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Moneyball.2011.REMASTERED.1080p.BluRay.H264.AAC-RARBG;2,54;1;1
\\192.168.0.99\Media\;filmes;Asian;The.Front.Line.2011.KOREAN.1080p.BluRay.H264.AAC-VXT;;\\192.168.0.99\Media\filmes\Asian\The.Front.Line.2011.KOREAN.1080p.BluRay.H264.AAC-VXT;2,54;1;1
\\192.168.0.99\Media\;filmes;Franquias;HarryPotter;Fantastic.Beasts.and.Where.to.Find.Them.2016.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\HarryPotter\Fantastic.Beasts.and.Where.to.Find.Them.2016.1080p.BluRay.H264.AAC-RARBG;2,53;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Haikyuu!!;;;\\192.168.0.99\Media\Anime-Cartoon\Haikyuu!!;2,52;2;2
\\192.168.0.99\Media\;filmes;Franquias;DieHard;Die.Hard.With.A.Vengeance.1995.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\DieHard\Die.Hard.With.A.Vengeance.1995.1080p.BluRay.H264.AAC-RARBG;2,52;1;1
\\192.168.0.99\Media\;filmes;OLD;The.Equalizer.2014.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\The.Equalizer.2014.1080p.BluRay.H264.AAC-RARBG;2,52;2;2
\\192.168.0.99\Media\;filmes;Franquias;DieHard;Die.Hard.1988.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\DieHard\Die.Hard.1988.1080p.BluRay.H264.AAC-RARBG;2,52;1;1
